TimeStamp,IR,RED,X,Y,Z,Heart Rate,Respiration Rate,SPO2,Error Rate,(Window Size)
335493,115974,107113,0.03,-0.03,1.03,,,,,
335548,116096,107142,0.03,-0.03,1.03,,,,,
336136,115597,106982,0.03,-0.03,1.03,,,,,
336173,115756,107021,0.03,-0.02,1.03,,,,,
336213,115885,107072,0.03,-0.03,1.04,,,,,
337113,116006,107106,0.03,-0.02,1.04,,,,,
337155,116374,107232,0.03,-0.03,1.03,,,,,
338199,116494,107276,0.03,-0.03,1.03,,,,,
338235,115761,106902,0.02,-0.02,1.03,,,,,
338279,115770,106936,0.02,-0.02,1.03,,,,,
338313,115873,106957,0.03,-0.03,1.04,,,,,
338370,116001,107036,0.03,-0.03,1.04,,,,,
338435,116071,107028,0.03,-0.03,1.04,,,,,
338505,116181,107075,0.03,-0.03,1.03,,,,,
338575,116276,107126,0.03,-0.03,1.03,,,,,
338677,116704,107291,0.03,-0.02,1.03,,,,,
338714,116823,107322,0.02,-0.03,1.03,,,,,
338784,116918,107346,0.03,-0.03,1.03,,,,,
338853,117149,107411,0.03,-0.02,1.04,,,,,
338923,116956,107246,0.03,-0.03,1.04,,,,,
338993,116500,107086,0.03,-0.03,1.03,,,,,
339062,116038,106978,0.03,-0.03,1.04,,,,,
339132,116070,107007,0.03,-0.03,1.03,,,,,
339240,116348,107074,0.03,-0.02,1.03,,,,,
340041,116395,107102,0.03,-0.03,1.04,,,,,
340098,116678,107141,0.03,-0.03,1.04,,,,,
340148,116757,107182,0.03,-0.03,1.04,,,,,
340815,116648,107071,0.03,-0.02,1.03,,,,,
340855,116709,107102,0.03,-0.02,1.03,,,,,
340895,116761,107157,0.03,-0.03,1.03,,,,,
340949,116879,107160,0.03,-0.03,1.03,,,,,
341051,116981,107208,0.03,-0.03,1.04,,,,,
341095,117270,107310,0.03,-0.03,1.04,,,,,
342161,117354,107375,0.03,-0.02,1.03,,,,,
342196,116717,106980,0.03,-0.03,1.04,,,,,
342238,116618,106963,0.03,-0.02,1.04,,,,,
342287,116618,107007,0.03,-0.02,1.03,,,,,
342326,116699,107032,0.03,-0.03,1.03,,,,,
342396,116754,107004,0.03,-0.02,1.04,,,,,
342466,116761,106981,0.03,-0.02,1.04,,,,,
342536,116885,107069,0.03,-0.03,1.04,,,,,
342610,117002,107120,0.03,-0.03,1.04,,,,,
342675,117177,107198,0.03,-0.03,1.03,,,,,
342744,117333,107235,0.03,-0.03,1.03,,,,,
342817,117417,107265,0.03,-0.03,1.03,,,,,
342884,116991,107027,0.03,-0.03,1.04,,,,,
342953,116736,106964,0.03,-0.03,1.03,,,,,
343037,116600,106907,0.03,-0.02,1.04,,,,,
343093,116673,106952,0.02,-0.02,1.04,,,,,
343164,116706,106992,0.03,-0.03,1.04,,,,,
343233,116762,106975,0.03,-0.03,1.04,,,,,
343320,117012,107057,0.03,-0.03,1.03,,,,,
343373,117114,107097,0.03,-0.02,1.03,,,,,
343443,117304,107212,0.03,-0.03,1.03,,,,,
343533,117392,107214,0.03,-0.02,1.03,,,,,
343583,117509,107203,0.03,-0.03,1.03,,,,,
343652,117199,107063,0.03,-0.02,1.03,,,,,
343722,116617,106867,0.03,-0.03,1.03,,,,,
343799,116464,106810,0.03,-0.02,1.03,,,,,
343861,116499,106856,0.03,-0.03,1.03,,,,,
343932,116570,106873,0.03,-0.02,1.03,,,,,
344002,116657,106910,0.03,-0.02,1.03,,,,,
344071,116751,106950,0.02,-0.03,1.03,,,,,
344140,117001,107066,0.03,-0.03,1.03,,,,,
344211,117088,107080,0.03,-0.03,1.03,,,,,
344281,117270,107144,0.03,-0.03,1.03,,,,,
344637,116682,106900,0.03,-0.03,1.04,,,,,
344676,116714,106879,0.03,-0.03,1.03,,,,,
344721,116724,106934,0.03,-0.03,1.03,,,,,
344766,116773,106947,0.03,-0.03,1.04,,,,,
344842,116942,107042,0.03,-0.03,1.04,,,,,
344925,117135,107074,0.03,-0.03,1.04,,,,,
345003,117287,107173,0.03,-0.03,1.03,,,,,
345048,117406,107193,0.03,-0.03,1.03,,,,,
345118,117499,107221,0.03,-0.03,1.03,,,,,
345185,117591,107202,0.03,-0.02,1.03,,,,,
345255,117333,107087,0.03,-0.02,1.03,,,,,
345325,117018,107026,0.03,-0.03,1.03,,,,,
345398,117013,107010,0.03,-0.03,1.03,,,,,
345465,117104,107014,0.03,-0.03,1.03,,,,,
345543,117106,107020,0.03,-0.03,1.03,,,,,
345606,117205,107092,0.03,-0.02,1.03,,,,,
345678,117286,107113,0.03,-0.03,1.04,,,,,
345744,117494,107180,0.03,-0.03,1.04,,,,,
345840,117642,107274,0.03,-0.03,1.04,,,,,
345884,117751,107286,0.03,-0.03,1.03,,,,,
345963,117812,107272,0.03,-0.03,1.04,,,,,
346022,117385,107070,0.03,-0.03,1.03,,,,,
346097,117269,107075,0.03,-0.03,1.03,,,,,
346166,117307,107073,0.03,-0.02,1.03,,,,,
347038,117502,107085,0.03,-0.03,1.03,,,,,
347087,117496,107110,0.03,-0.03,1.03,,,,,
347159,117578,107144,0.03,-0.03,1.04,,,,,
347201,117638,107145,0.03,-0.03,1.03,,,,,
347252,117711,107196,0.03,-0.02,1.03,,,,,
347307,117780,107216,0.03,-0.03,1.03,,,,,
347386,117923,107291,0.03,-0.02,1.03,,,,,
347448,118078,107314,0.03,-0.02,1.03,,,,,
347517,118149,107371,0.02,-0.02,1.03,,,,,
347587,117915,107211,0.03,-0.03,1.03,,,,,
347657,117683,107115,0.02,-0.03,1.03,,,,,
347755,117458,107043,0.03,-0.02,1.03,,,,,
347801,117510,107069,0.03,-0.03,1.03,,,,,
347896,117473,107075,0.03,-0.03,1.03,,,,,
348025,117630,107113,0.02,-0.03,1.03,,,,,
348121,117815,107198,0.03,-0.03,1.03,,,,,
348160,117887,107226,0.03,-0.03,1.03,,,,,
349112,117953,107239,0.03,-0.03,1.04,,,,,
349160,117996,107237,0.03,-0.03,1.04,,,,,
349199,117839,107129,0.03,-0.03,1.04,,,,,
349239,117488,107022,0.03,-0.03,1.04,,,,,
349291,117237,106934,0.03,-0.03,1.04,,,,,
349360,117118,106904,0.03,-0.03,1.03,,,,,
349432,117119,106931,0.03,-0.02,1.03,,,,,
349499,117155,106932,0.03,-0.03,1.03,,,,,
349573,117133,106970,0.03,-0.02,1.03,,,,,
349642,117238,107000,0.03,-0.02,1.04,,,,,
349719,117404,107071,0.03,-0.03,1.03,,,,,
349778,117476,107110,0.03,-0.02,1.04,,,,,
349851,117639,107181,0.03,-0.02,1.04,,,,,
349920,117718,107215,0.03,-0.03,1.03,,,,,
349989,117804,107223,0.03,-0.03,1.04,,,,,
350063,117056,106891,0.03,-0.03,1.03,,,,,
350131,116776,106800,0.03,-0.03,1.04,,,,,
350214,116640,106802,0.03,-0.03,1.03,,,,,
350866,116714,106811,0.03,-0.03,1.04,,,,,
350901,116311,106714,0.03,-0.03,1.04,,,,,
350950,116115,106693,0.03,-0.02,1.04,,,,,
351018,116098,106711,0.03,-0.02,1.04,,,,,
351066,116285,106780,0.03,-0.02,1.04,,,,,
352139,116311,106788,0.02,-0.02,1.03,,,,,
352203,116643,107097,0.03,-0.02,1.04,,,,,
352241,116748,107120,0.03,-0.03,1.04,,,,,
352283,116834,107200,0.03,-0.03,1.04,,,,,
352332,116927,107236,0.03,-0.02,1.03,,,,,
352400,116856,107101,0.03,-0.02,1.04,,,,,
352471,115656,106702,0.03,-0.02,1.03,,,,,
352541,115560,106704,0.03,-0.03,1.03,,,,,
353437,115900,106841,0.03,-0.02,1.03,,,,,
353502,116293,107064,0.03,-0.03,1.04,,,,,
353541,116393,107105,0.02,-0.03,1.04,,,,,
353585,116508,107194,0.03,-0.03,1.03,,,,,
353640,116670,107235,0.02,-0.02,1.03,,,,,
353731,116816,107295,0.03,-0.02,1.04,,,,,
353787,117184,107415,0.03,-0.03,1.03,,,,,
353844,117315,107487,0.03,-0.03,1.04,,,,,
353911,117146,107289,0.03,-0.03,1.04,,,,,
353980,116777,107194,0.03,-0.03,1.04,,,,,
354052,116460,107146,0.03,-0.03,1.04,,,,,
354121,116583,107194,0.02,-0.03,1.03,,,,,
354189,116794,107228,0.03,-0.02,1.03,,,,,
355064,116848,107260,0.03,-0.03,1.04,,,,,
355124,117832,107573,0.03,-0.03,1.03,,,,,
356208,117934,107607,0.03,-0.03,1.03,,,,,
356909,117804,107313,0.03,-0.02,1.03,,,,,
356946,117847,107338,0.03,-0.03,1.03,,,,,
356984,117898,107359,0.03,-0.03,1.03,,,,,
357909,117948,107406,0.03,-0.02,1.03,,,,,
357946,118615,107621,0.03,-0.03,1.04,,,,,
358007,118545,107598,0.03,-0.03,1.04,,,,,
358107,118564,107588,0.03,-0.03,1.03,,,,,
358192,118686,107649,0.03,-0.02,1.04,,,,,
358224,118744,107667,0.03,-0.03,1.04,,,,,
358286,118780,107689,0.02,-0.02,1.03,,,,,
358325,118834,107702,0.03,-0.02,1.04,,,,,
358387,118911,107746,0.02,-0.03,1.03,,,,,
359462,119104,107774,0.02,-0.02,1.04,,,,,
359507,119708,107993,0.03,-0.03,1.04,,,,,
359591,119749,108002,0.02,-0.03,1.03,,,,,
359652,119825,108034,0.03,-0.03,1.04,,,,,
360636,119882,108014,0.03,-0.02,1.03,,,,,
360685,120468,108169,0.03,-0.03,1.04,,,,,
360726,120506,108189,0.03,-0.03,1.03,,,,,
360766,120532,108212,0.03,-0.03,1.03,,,,,
360817,120577,108206,0.03,-0.03,1.03,,,,,
360909,120672,108228,0.03,-0.03,1.04,,,,,
360960,120629,108182,0.03,-0.03,1.03,,,,,
361029,120513,108149,0.03,-0.02,1.03,,,,,
361095,120543,108197,0.03,-0.03,1.04,,,,,
361164,120601,108184,0.03,-0.02,1.03,,,,,
361234,120672,108189,0.03,-0.02,1.04,,,,,
361316,120679,108204,0.03,-0.03,1.03,,,,,
361376,120760,108218,0.03,-0.03,1.03,,,,,
361443,120772,108222,0.02,-0.03,1.03,,,,,
361515,120853,108227,0.03,-0.03,1.03,,,,,
361583,120897,108250,0.03,-0.02,1.03,,,,,
361652,120993,108273,0.03,-0.02,1.03,,,,,
362638,121034,108294,0.03,-0.03,1.03,,,,,
362687,121093,108208,0.03,-0.03,1.04,,,,,
362727,121144,108194,0.03,-0.03,1.03,,,,,
362769,121153,108170,0.03,-0.03,1.03,,,,,
362827,121186,108195,0.03,-0.03,1.03,,,,,
362925,121168,108155,0.03,-0.03,1.03,,,,,
363027,121188,108167,0.03,-0.03,1.03,,,,,
363073,121234,108160,0.03,-0.03,1.03,,,,,
363167,121275,108180,0.03,-0.03,1.04,,,,,
363187,121306,108174,0.03,-0.03,1.04,,,,,
363239,121330,108173,0.03,-0.02,1.03,,,,,
363332,121380,108154,0.03,-0.03,1.03,,,,,
363374,121419,108192,0.03,-0.03,1.03,,,,,
363451,121399,108139,0.03,-0.03,1.04,,,,,
363514,121111,108031,0.03,-0.03,1.03,,,,,
363584,121135,108050,0.03,-0.03,1.03,,,,,
363684,121172,108023,0.03,-0.03,1.04,,,,,
363729,121161,108010,0.03,-0.03,1.03,,,,,
363794,121143,108019,0.03,-0.02,1.04,,,,,
363879,121155,107993,0.03,-0.03,1.03,,,,,
363942,121161,107981,0.03,-0.02,1.04,,,,,
364005,121201,107985,0.03,-0.03,1.04,,,,,
364092,121238,107977,0.03,-0.03,1.03,,,,,
364147,121300,107999,0.03,-0.03,1.03,,,,,
364212,121332,108016,0.03,-0.03,1.04,,,,,
364282,121199,107904,0.03,-0.02,1.04,,,,,
364352,120956,107818,0.03,-0.03,1.04,,,,,
365336,120957,107813,0.03,-0.03,1.04,,,,,
365388,120586,107535,0.03,-0.03,1.03,,,,,
365427,120561,107517,0.03,-0.02,1.03,,,,,
365468,120558,107525,0.03,-0.02,1.03,,,,,
365518,120543,107538,0.03,-0.02,1.03,,,,,
365588,120571,107537,0.03,-0.03,1.04,,,,,
365657,120593,107541,0.03,-0.02,1.03,,,,,
365728,120666,107551,0.03,-0.02,1.04,,,,,
365800,120690,107606,0.03,-0.02,1.03,,,,,
365867,120734,107615,0.03,-0.03,1.03,,,,,
365952,120363,107453,0.03,-0.02,1.03,,,,,
366007,120251,107430,0.03,-0.02,1.05,,,,,
366076,120206,107391,0.03,-0.03,1.03,,,,,
366147,120217,107401,0.03,-0.02,1.03,,,,,
366217,120213,107396,0.03,-0.03,1.03,,,,,
366286,120172,107403,0.03,-0.03,1.03,,,,,
366358,120223,107424,0.03,-0.03,1.04,,,,,
367309,120211,107428,0.03,-0.03,1.04,,,,,
367350,119948,107450,0.03,-0.03,1.04,,,,,
367389,119983,107486,0.03,-0.02,1.03,,,,,
367433,119994,107452,0.03,-0.02,1.03,,,,,
367479,119787,107340,0.03,-0.03,1.03,,,,,
367553,119499,107248,0.02,-0.03,1.04,,,,,
367618,119231,107140,0.03,-0.03,1.03,,,,,
367690,119222,107171,0.03,-0.03,1.03,,,,,
367760,119213,107201,0.03,-0.03,1.03,,,,,
367871,119182,107180,0.03,-0.03,1.03,,,,,
367909,119194,107220,0.03,-0.02,1.03,,,,,
367972,119253,107233,0.02,-0.02,1.04,,,,,
368040,119322,107295,0.03,-0.02,1.04,,,,,
368212,119080,107157,0.03,-0.03,1.04,,,,,
368250,118806,107064,0.03,-0.03,1.04,,,,,
368289,118650,107029,0.02,-0.03,1.03,,,,,
368652,118633,107094,0.03,-0.03,1.04,,,,,
368690,118715,107136,0.03,-0.02,1.03,,,,,
368729,118773,107142,0.02,-0.02,1.03,,,,,
368785,118819,107178,0.02,-0.03,1.03,,,,,
368849,118897,107242,0.03,-0.03,1.03,,,,,
368920,118517,107003,0.03,-0.03,1.03,,,,,
368992,118223,106943,0.03,-0.02,1.03,,,,,
369058,117977,106901,0.03,-0.02,1.03,,,,,
369128,117992,106916,0.03,-0.03,1.04,,,,,
369198,118034,106978,0.03,-0.03,1.03,,,,,
369268,118014,106991,0.03,-0.03,1.04,,,,,
369350,118143,107069,0.02,-0.03,1.03,,,,,
369407,118222,107132,0.03,-0.03,1.03,,,,,
369478,118400,107227,0.03,-0.03,1.04,,,,,
369547,118478,107268,0.02,-0.03,1.04,,,,,
369619,118081,107043,0.03,-0.03,1.04,,,,,
370251,118286,107428,0.03,-0.02,1.03,,,,,
370291,118355,107399,0.02,-0.03,1.03,,,,,
370331,118103,107293,0.03,-0.03,1.03,,,,,
370384,117676,107115,0.03,-0.02,1.04,,,,,
370450,117365,107040,0.03,-0.03,1.03,,,,,
370524,117276,107029,0.03,-0.03,1.04,,,,,
370590,117381,107093,0.03,-0.02,1.03,,,,,
370659,117472,107159,0.03,-0.02,1.04,,,,,
371549,117507,107158,0.03,-0.02,1.04,,,,,
371635,117804,107427,0.03,-0.02,1.04,,,,,
371674,117908,107496,0.03,-0.03,1.04,,,,,
371714,118005,107527,0.02,-0.03,1.04,,,,,
371764,118076,107557,0.03,-0.02,1.03,,,,,
371834,118234,107615,0.03,-0.03,1.03,,,,,
372582,117907,107559,0.02,-0.03,1.03,,,,,
372612,117976,107604,0.03,-0.03,1.03,,,,,
372654,118055,107622,0.02,-0.03,1.03,,,,,
372702,118145,107658,0.03,-0.03,1.03,,,,,
372775,118012,107525,0.03,-0.03,1.03,,,,,
372843,116781,107132,0.03,-0.03,1.03,,,,,
372914,116652,107104,0.03,-0.03,1.03,,,,,
372981,116783,107188,0.03,-0.02,1.03,,,,,
373052,116888,107204,0.03,-0.02,1.04,,,,,
373120,116957,107277,0.03,-0.03,1.03,,,,,
373190,117031,107314,0.03,-0.03,1.04,,,,,
373293,117425,107486,0.03,-0.03,1.03,,,,,
373332,117520,107512,0.03,-0.02,1.04,,,,,
373400,117607,107570,0.03,-0.02,1.03,,,,,
373501,117778,107618,0.03,-0.03,1.03,,,,,
373552,117993,107704,0.03,-0.03,1.04,,,,,
373609,118099,107750,0.03,-0.03,1.04,,,,,
373678,117344,107389,0.03,-0.03,1.04,,,,,
373749,116817,107236,0.03,-0.03,1.03,,,,,
373820,116585,107199,0.02,-0.03,1.04,,,,,
373888,116752,107289,0.03,-0.03,1.04,,,,,
373959,116833,107339,0.03,-0.03,1.03,,,,,
374030,116812,107348,0.03,-0.02,1.04,,,,,
374098,117014,107414,0.03,-0.02,1.03,,,,,
374168,117125,107478,0.03,-0.02,1.03,,,,,
374237,117335,107596,0.03,-0.03,1.03,,,,,
374307,117442,107635,0.03,-0.03,1.03,,,,,
375224,117648,107716,0.03,-0.03,1.03,,,,,
375274,117575,107817,0.03,-0.03,1.03,,,,,
375314,117643,107855,0.03,-0.02,1.03,,,,,
375353,117776,107865,0.03,-0.02,1.03,,,,,
375404,117849,107864,0.03,-0.02,1.03,,,,,
375476,117607,107711,0.03,-0.03,1.03,,,,,
375543,116237,107283,0.03,-0.02,1.04,,,,,
375614,116169,107290,0.03,-0.02,1.03,,,,,
375682,116220,107349,0.03,-0.03,1.03,,,,,
375755,116456,107431,0.03,-0.02,1.04,,,,,
375826,116455,107399,0.03,-0.02,1.04,,,,,
375897,116657,107505,0.03,-0.03,1.03,,,,,
375962,116761,107551,0.03,-0.03,1.04,,,,,
376032,116965,107646,0.03,-0.03,1.03,,,,,
376101,117229,107735,0.03,-0.02,1.03,,,,,
376194,117465,107822,0.03,-0.02,1.03,,,,,
376245,117544,107849,0.03,-0.02,1.04,,,,,
377275,117439,107687,0.03,-0.02,1.03,,,,,
377315,116834,107461,0.03,-0.02,1.03,,,,,
377368,116351,107338,0.03,-0.02,1.03,,,,,
377405,116218,107326,0.03,-0.03,1.03,,,,,
377475,116241,107339,0.03,-0.03,1.03,,,,,
377544,116511,107418,0.03,-0.03,1.04,,,,,
377614,116572,107443,0.03,-0.03,1.04,,,,,
377684,116634,107446,0.03,-0.02,1.04,,,,,
377765,116760,107511,0.03,-0.02,1.03,,,,,
378693,117046,107598,0.02,-0.03,1.03,,,,,
378737,117001,107558,0.03,-0.02,1.03,,,,,
378783,117104,107566,0.03,-0.02,1.03,,,,,
378816,117214,107605,0.02,-0.02,1.04,,,,,
378865,117313,107647,0.03,-0.03,1.04,,,,,
378941,117508,107738,0.03,-0.03,1.03,,,,,
379006,117597,107742,0.03,-0.03,1.04,,,,,
380090,117792,107801,0.03,-0.03,1.04,,,,,
380136,116454,107166,0.03,-0.02,1.03,,,,,
380176,116389,107157,0.03,-0.03,1.04,,,,,
380216,116416,107184,0.03,-0.03,1.03,,,,,
380270,116533,107222,0.03,-0.02,1.02,,,,,
380341,116629,107229,0.03,-0.03,1.03,,,,,
380410,116632,107240,0.03,-0.03,1.04,,,,,
380477,116815,107288,0.03,-0.03,1.03,,,,,
380545,116917,107337,0.03,-0.02,1.03,,,,,
380637,117243,107496,0.03,-0.03,1.03,,,,,
380686,117362,107506,0.03,-0.03,1.04,,,,,
381560,117448,107539,0.03,-0.02,1.04,,,,,
381628,117475,107484,0.03,-0.03,1.03,,,,,
381677,117656,107558,0.03,-0.03,1.04,,,,,
381719,117783,107625,0.03,-0.02,1.03,,,,,
381756,117876,107635,0.03,-0.03,1.04,,,,,
381809,117825,107582,0.03,-0.03,1.03,,,,,
381881,117017,107232,0.03,-0.03,1.03,,,,,
381949,116742,107174,0.03,-0.03,1.03,,,,,
382017,116597,107163,0.02,-0.03,1.03,,,,,
382086,116700,107163,0.03,-0.03,1.03,,,,,
382155,116790,107206,0.02,-0.03,1.04,,,,,
382225,116892,107251,0.03,-0.02,1.03,,,,,
382299,116983,107287,0.03,-0.03,1.03,,,,,
382367,117226,107377,0.03,-0.03,1.03,,,,,
382453,117362,107431,0.03,-0.03,1.03,,,,,
382505,117613,107531,0.03,-0.03,1.04,,,,,
383498,117804,107618,0.03,-0.03,1.04,,,,,
383539,118129,107675,0.03,-0.03,1.04,,,,,
383580,118233,107751,0.03,-0.03,1.03,,,,,
383618,118289,107694,0.03,-0.03,1.04,,,,,
383668,118058,107559,0.03,-0.02,1.03,,,,,
383741,117389,107318,0.03,-0.03,1.04,,,,,
383806,117217,107298,0.02,-0.03,1.03,,,,,
383881,117140,107291,0.03,-0.03,1.03,,,,,
383947,117255,107334,0.03,-0.03,1.03,,,,,
384016,117260,107319,0.03,-0.02,1.04,,,,,
384087,117379,107356,0.03,-0.03,1.04,,,,,
384156,117457,107422,0.03,-0.02,1.04,,,,,
384226,117679,107511,0.03,-0.03,1.04,,,,,
384323,117786,107531,0.03,-0.03,1.04,,,,,
384373,118014,107619,0.03,-0.02,1.03,,,,,
384435,118093,107649,0.03,-0.02,1.03,,,,,
384505,118322,107717,0.03,-0.02,1.04,,,,,
384574,118351,107700,0.03,-0.02,1.04,,,,,
384644,117420,107325,0.03,-0.02,1.04,,,,,
384716,117179,107229,0.03,-0.03,1.04,,,,,
384808,116971,107235,0.03,-0.02,1.04,,,,,
384860,117094,107207,0.03,-0.03,1.03,,,,,
384925,117073,107225,0.03,-0.03,1.03,,,,,
384996,117108,107223,0.03,-0.02,1.03,,,,,
385067,117302,107310,0.03,-0.03,1.03,,,,,
385133,117394,107353,0.03,-0.03,1.03,,,,,
385203,117629,107431,0.03,-0.03,1.03,,,,,
385313,117784,107504,0.03,-0.03,1.03,,,,,
385400,118016,107615,0.03,-0.02,1.04,,,,,
385600,116763,107078,0.03,-0.03,1.04,,,,,
385640,116682,107072,0.03,-0.02,1.03,,,,,
385679,116722,107081,0.03,-0.03,1.04,,,,,
385730,116803,107102,0.03,-0.03,1.04,,,,,
385799,116831,107099,0.03,-0.03,1.04,,,,,
385868,116790,107110,0.03,-0.03,1.03,,,,,
385939,116874,107136,0.03,-0.03,1.04,,,,,
386008,117067,107249,0.03,-0.03,1.03,,,,,
386079,117186,107271,0.03,-0.03,1.04,,,,,
386148,117394,107320,0.03,-0.02,1.03,,,,,
386218,117457,107379,0.03,-0.03,1.03,,,,,
386291,117672,107474,0.03,-0.03,1.03,,,,,
386357,117693,107422,0.03,-0.03,1.03,,,,,
386428,116639,107019,0.03,-0.03,1.03,,,,,
386501,116307,106930,0.03,-0.03,1.03,,,,,
386566,116331,106926,0.03,-0.03,1.03,,,,,
386639,116534,106996,0.03,-0.03,1.04,,,,,
386720,116527,107017,0.03,-0.03,1.04,,,,,
386781,116589,107053,0.03,-0.03,1.03,,,,,
386847,116788,107126,0.03,-0.03,1.04,,,,,
386917,116905,107186,0.03,-0.02,1.04,,,,,
386991,117172,107290,0.02,-0.02,1.03,,,,,
388001,117167,107391,0.03,-0.02,1.04,,,,,
388072,117264,107414,0.03,-0.02,1.04,,,,,
388120,117276,107301,0.03,-0.02,1.04,,,,,
388162,116741,107063,0.03,-0.03,1.03,,,,,
388201,116162,106858,0.03,-0.03,1.03,,,,,
388272,115852,106806,0.03,-0.03,1.03,,,,,
388341,115795,106860,0.03,-0.03,1.03,,,,,
388415,116016,106951,0.03,-0.03,1.03,,,,,
388480,116059,106930,0.03,-0.03,1.03,,,,,
388841,116865,107278,0.03,-0.02,1.04,,,,,
388881,116947,107357,0.03,-0.03,1.04,,,,,
388920,117017,107352,0.03,-0.03,1.03,,,,,
388970,117129,107435,0.03,-0.02,1.03,,,,,
389046,117132,107350,0.03,-0.03,1.03,,,,,
389115,115873,106839,0.03,-0.03,1.03,,,,,
389202,115718,106878,0.02,-0.03,1.04,,,,,
389251,115891,106939,0.03,-0.02,1.03,,,,,
389321,116027,106980,0.03,-0.03,1.03,,,,,
389391,116062,106995,0.03,-0.03,1.04,,,,,
389466,116105,107040,0.03,-0.03,1.04,,,,,
389530,116405,107157,0.03,-0.02,1.04,,,,,
389603,116635,107270,0.03,-0.02,1.03,,,,,
389671,116728,107300,0.03,-0.02,1.03,,,,,
389738,116917,107385,0.03,-0.02,1.03,,,,,
389808,117071,107463,0.03,-0.03,1.03,,,,,
389877,117187,107500,0.03,-0.02,1.03,,,,,
389947,116800,107194,0.03,-0.03,1.03,,,,,
390041,116106,106978,0.03,-0.03,1.03,,,,,
390087,115610,106859,0.03,-0.02,1.04,,,,,
390186,115832,106948,0.03,-0.02,1.03,,,,,
390292,115915,106986,0.03,-0.03,1.03,,,,,
390325,115982,107049,0.03,-0.03,1.04,,,,,
390375,116092,107077,0.03,-0.02,1.04,,,,,
390450,116380,107201,0.03,-0.02,1.03,,,,,
390508,116488,107244,0.03,-0.03,1.04,,,,,
390578,116695,107316,0.03,-0.03,1.04,,,,,
390646,116806,107394,0.03,-0.03,1.04,,,,,
390741,117138,107510,0.03,-0.03,1.03,,,,,
390785,117257,107615,0.02,-0.03,1.03,,,,,
390856,117376,107591,0.03,-0.03,1.03,,,,,
390926,116342,107095,0.03,-0.03,1.03,,,,,
390994,115960,107009,0.03,-0.03,1.04,,,,,
391065,115933,107019,0.03,-0.03,1.03,,,,,
391134,116164,107131,0.03,-0.03,1.03,,,,,
391208,116268,107138,0.03,-0.03,1.04,,,,,
391273,116306,107201,0.03,-0.03,1.04,,,,,
391345,116531,107277,0.03,-0.03,1.03,,,,,
391423,116779,107407,0.03,-0.03,1.03,,,,,
391488,116908,107439,0.03,-0.03,1.04,,,,,
391563,117244,107562,0.03,-0.02,1.04,,,,,
391630,117335,107626,0.03,-0.03,1.03,,,,,
391693,117525,107664,0.03,-0.03,1.03,,,,,
391764,117622,107733,0.03,-0.03,1.04,,,,,
391835,117500,107563,0.03,-0.02,1.04,,,,,
391904,116623,107281,0.02,-0.03,1.03,,,,,
391971,116534,107268,0.03,-0.03,1.04,,,,,
392041,116661,107363,0.03,-0.03,1.04,,,,,
392112,116839,107391,0.03,-0.03,1.04,,,,,
392182,116887,107405,0.03,-0.03,1.04,,,,,
392252,117030,107494,0.02,-0.03,1.03,,,,,
392321,117142,107517,0.03,-0.03,1.03,,,,,
392418,117417,107603,0.03,-0.02,1.03,,,,,
392463,117652,107685,0.03,-0.03,1.04,,,,,
392531,117744,107720,0.03,-0.02,1.03,,,,,
392599,117941,107836,0.03,-0.03,1.03,,,,,
392674,118148,107883,0.03,-0.03,1.03,,,,,
392744,118242,107908,0.02,-0.02,1.03,,,,,
392809,117649,107566,0.03,-0.03,1.03,,,,,
392881,116990,107357,0.03,-0.03,1.03,,,,,
392950,116927,107380,0.03,-0.03,1.03,,,,,
393019,117013,107438,0.03,-0.03,1.04,,,,,
393089,117117,107449,0.03,-0.03,1.03,,,,,
393161,117144,107473,0.03,-0.03,1.03,,,,,
393228,117362,107592,0.03,-0.03,1.04,,,,,
393298,117462,107601,0.03,-0.02,1.03,,,,,
394405,117912,107773,0.03,-0.03,1.03,,,,,
394446,118038,107801,0.03,-0.03,1.03,,,,,
394488,118111,107805,0.03,-0.02,1.04,,,,,
394535,118192,107852,0.03,-0.02,1.04,,,,,
394605,118270,107884,0.03,-0.02,1.04,,,,,
394679,118210,107779,0.02,-0.03,1.04,,,,,
394745,117723,107562,0.03,-0.02,1.04,,,,,
394816,117010,107361,0.03,-0.03,1.04,,,,,
394884,116982,107358,0.02,-0.03,1.04,,,,,
394965,117166,107395,0.02,-0.03,1.04,,,,,
395023,117149,107411,0.03,-0.03,1.03,,,,,
395092,117205,107458,0.03,-0.03,1.03,,,,,
395163,117293,107497,0.03,-0.02,1.04,,,,,
395234,117513,107570,0.03,-0.02,1.03,,,,,
395303,117606,107613,0.03,-0.02,1.04,,,,,
395372,117801,107698,0.03,-0.02,1.04,,,,,
395445,117956,107744,0.03,-0.03,1.03,,,,,
395511,118039,107795,0.03,-0.03,1.03,,,,,
395581,118194,107835,0.03,-0.03,1.04,,,,,
395651,117429,107405,0.03,-0.03,1.03,,,,,
395721,116892,107261,0.03,-0.03,1.03,,,,,
395790,116515,107224,0.03,-0.02,1.03,,,,,
395862,116594,107229,0.03,-0.02,1.03,,,,,
395930,116682,107284,0.03,-0.03,1.04,,,,,
396001,116703,107260,0.03,-0.03,1.03,,,,,
396070,116876,107352,0.03,-0.03,1.03,,,,,
